case_id,model_variant,include_chi_prime,family,seed,n_active,chi_t_over_2pi,duration_s,duration_ns,construction,restricted_process_fidelity,restricted_average_gate_fidelity,restricted_fro_error,per_block_process_fidelities,per_block_average_gate_fidelities,per_block_rotation_angle_errors_rad,per_block_rotation_axis_errors_rad,per_block_residual_z_error_rad,per_block_transverse_error_rad,per_block_actual_rotvec_z_rad,mean_block_average_gate_fidelity,worst_block_average_gate_fidelity,mean_residual_z_error_rad,max_residual_z_error_rad,mean_transverse_error_rad,max_transverse_error_rad,best_fit_restricted_process_fidelity,uncorrected_restricted_process_fidelity,same_block_population_mean,same_block_population_min,other_target_population_mean,other_target_population_max,leakage_outside_target_mean,leakage_outside_target_max,weighted_loss,best_fit_block_phase_rms_rad,optimization_success,optimization_message,n_optimizer_history,corrections_vector,source_case,reduced_vs_full_restricted_process_fidelity,reduced_vs_full_restricted_average_gate_fidelity,magnus_vs_full_restricted_process_fidelity,magnus_vs_full_restricted_average_gate_fidelity,echo_half_duration_ns,echo_total_duration_ns,echo_pi_duration_ns
chi_only_structured_xy_na2_chiT1p0,chi_only,False,structured_xy,,2,1.0,3.52112676056338e-07,352.112676056338,echo_ideal_instantaneous,0.004166113557168652,0.20333289084573494,1.4581195581667448,"[0.8533190139999939, 0.6370332033333893]","[0.902212675999996, 0.758022135555593]","[0.7789557704195621, 1.1556150553160371]","[0.6122905883920837, 2.920322068467053]","[0.009479851604800504, 0.010484321614274305]","[0.7860604690584823, 1.2931662584504307]","[0.0006544486819310822, -0.0012416914209856219]",0.8301174057777945,0.758022135555593,0.009982086609537404,0.010484321614274305,1.0396133637544565,1.2931662584504307,,,,,,,,,,,,,,,,,,,,176.056338028169,352.112676056338,0.0
chi_only_structured_xy_na2_chiT1p0,chi_only,False,structured_xy,,2,1.0,3.52112676056338e-07,352.112676056338,echo_finite_gaussian,0.23932003250573872,0.391456026004591,1.0905576582255176,"[0.03973066486325373, 0.6738307696424242]","[0.35982044324216916, 0.7825538464282827]","[1.2275649848698644, 1.050705189123589]","[2.5395230583544697, 1.4540892700558468]","[0.6158168339951458, 0.13078850835707187]","[2.670160813996769, 1.2086647600887488]","[-0.07494157562827866, 0.17086244571976886]",0.5711871448352259,0.35982044324216916,0.3733026711761088,0.6158168339951458,1.9394127870427589,2.670160813996769,,,,,,,,,,,,,,,,,,,,176.056338028169,432.11267605633793,40.0
chi_only_structured_xy_na2_chiT3p0,chi_only,False,structured_xy,,2,3.0,1.0563380281690138e-06,1056.3380281690138,echo_ideal_instantaneous,0.0030884308447606534,0.2024707446758085,1.4518695365674583,"[0.8501241962168038, 0.6634773823780734]","[0.9000827974778692, 0.775651588252049]","[0.7898732682834666, 1.2123751588297018]","[0.622570980456334, 2.9112061379260727]","[0.006547467860114728, 0.0018108642100056434]","[0.795047396316245, 1.2377294020497647]","[0.00015003923212023328, -1.3149176925107947e-05]",0.8378671928649591,0.775651588252049,0.0041791660350601854,0.006547467860114728,1.016388399183005,1.2377294020497647,,,,,,,,,,,,,,,,,,,,528.1690140845069,1056.3380281690138,0.0
chi_only_structured_xy_na2_chiT3p0,chi_only,False,structured_xy,,2,3.0,1.0563380281690138e-06,1056.3380281690138,echo_finite_gaussian,0.250601603869464,0.40048128309557124,1.0801851750687832,"[0.0445716628382537, 0.6951676822659281]","[0.3630477752255025, 0.796778454843952]","[1.2135636772206686, 1.043742118702552]","[2.513217383804151, 1.1978784874061164]","[0.5798821289405642, 0.16067622295579634]","[2.653528730601626, 1.1587132370124433]","[-0.027064742971108842, 0.16688669183566548]",0.5799131150347273,0.3630477752255025,0.3702791759481803,0.5798821289405642,1.9061209838070345,2.653528730601626,,,,,,,,,,,,,,,,,,,,528.1690140845069,1136.3380281690138,40.0
chi_only_structured_xy_na2_chiT5p0,chi_only,False,structured_xy,,2,5.0,1.7605633802816898e-06,1760.5633802816897,echo_ideal_instantaneous,0.002799277037189924,0.20223942162975192,1.4501084105872561,"[0.8457408717173696, 0.6678454336999792]","[0.897160581144913, 0.7785636224666529]","[0.8050143095620922, 1.2218858666617147]","[0.6251362722462408, 2.909593713188121]","[0.0028606516600218237, 0.0004786395401947129]","[0.807268650057618, 1.228467162466728]","[4.4940245452583185e-05, -1.0018563235808963e-05]",0.837862101805783,0.7785636224666529,0.0016696456001082684,0.0028606516600218237,1.0178679062621732,1.228467162466728,,,,,,,,,,,,,,,,,,,,880.2816901408448,1760.5633802816897,0.0
chi_only_structured_xy_na2_chiT5p0,chi_only,False,structured_xy,,2,5.0,1.7605633802816898e-06,1760.5633802816897,echo_finite_gaussian,0.24866148569776925,0.3989291885582154,1.0828256078072875,"[0.04045532707336282, 0.7022272294518879]","[0.3603035513822419, 0.801484819634592]","[1.2346072748108279, 1.0431813820234677]","[2.513149404704697, 1.1102802881828697]","[0.5748584739159625, 0.15245201949583523]","[2.675499168986906, 1.144303393400092]","[-0.016071466536000754, 0.16173383518854603]",0.5808941855084169,0.3603035513822419,0.3636552467058988,0.5748584739159625,1.909901281193499,2.675499168986906,,,,,,,,,,,,,,,,,,,,880.2816901408448,1840.56338028169,40.0
chi_only_structured_xy_na3_chiT1p0,chi_only,False,structured_xy,,3,1.0,3.52112676056338e-07,352.112676056338,echo_ideal_instantaneous,0.07564109455963061,0.20769236676539765,1.5968280977393952,"[0.8021476580455831, 0.6376373223445505, 0.5313528614601533]","[0.8680984386970554, 0.7584248815630336, 0.6875685743067689]","[0.6918815963014043, 1.1569895307358662, 1.5059313781541148]","[2.5331589367466263, 2.9254312555434945, 0.17728393141111284]","[0.03262794806562818, 0.00865359644114335, 0.02056639492366836]","[0.9213619938981343, 1.2919080575273896, 1.5079221420686626]","[-0.003463277718709529, 0.00042242439070449796, -0.003626667046524885]",0.7713639648556193,0.6875685743067689,0.02061597981014663,0.03262794806562818,1.2403973978313954,1.5079221420686626,,,,,,,,,,,,,,,,,,,,176.056338028169,352.112676056338,0.0
chi_only_structured_xy_na3_chiT1p0,chi_only,False,structured_xy,,3,1.0,3.52112676056338e-07,352.112676056338,echo_finite_gaussian,0.34401609783271825,0.43772808385661566,1.1797650921171614,"[0.040664808150532826, 0.6591115205762899, 0.938357603001592]","[0.3604432054336886, 0.7727410137175266, 0.9589050686677281]","[1.236138877825276, 1.0663076904744913, 0.2413147924684016]","[2.506924429812786, 1.6522096732839255, 0.2870417754192927]","[0.6961568024086281, 0.15589970417646745, 0.06427203964141907]","[2.6454324699561336, 1.237157712513762, 0.49767312466093483]","[-0.12795806513657812, 0.15467572344032196, 0.33254632965128406]",0.6973630959396478,0.3604432054336886,0.30544284874217154,0.6961568024086281,1.46008776904361,2.6454324699561336,,,,,,,,,,,,,,,,,,,,176.056338028169,432.11267605633793,40.0
chi_only_structured_xy_na3_chiT3p0,chi_only,False,structured_xy,,3,3.0,1.0563380281690138e-06,1056.3380281690138,echo_ideal_instantaneous,0.0702219498242968,0.20304738556368296,1.590548414594903,"[0.8312308461389046, 0.6622573443829528, 0.4870426757613733]","[0.8874872307592697, 0.7748382295886351, 0.6580284505075822]","[0.7803336690313515, 1.20973165549026, 1.5962187342815748]","[2.519466627807183, 2.9116962324888185, 0.16254769899340835]","[0.008996260928832281, 0.002123836212729582, 0.005164201422864243]","[0.8466636942525031, 1.2403056448090921, 1.5967123222148976]","[-0.00031399679370244115, 4.777786169911217e-05, -0.00033081843233705193]",0.7734513036184957,0.6580284505075822,0.0054280995214753686,0.008996260928832281,1.2278938870921643,1.5967123222148976,,,,,,,,,,,,,,,,,,,,528.1690140845069,1056.3380281690138,0.0
chi_only_structured_xy_na3_chiT3p0,chi_only,False,structured_xy,,3,3.0,1.0563380281690138e-06,1056.3380281690138,echo_finite_gaussian,0.3487269349677843,0.44176594425810084,1.176790970143291,"[0.03644049812799574, 0.6965688154331046, 0.9270159895577549]","[0.35762699875199716, 0.7977125436220698, 0.9513439930385031]","[1.2592177152786608, 1.0569708656481818, 0.2791595022700577]","[2.505826687352906, 1.1587271975851565, 0.30481341578909077]","[0.6135706682524091, 0.14832122078033552, 0.00884938814492454]","[2.688316527935574, 1.1572889066158782, 0.5470375554320007]","[-0.04042283854387314, 0.15156693863434184, 0.4114005866010033]",0.7022278451375233,0.35762699875199716,0.25691375905922303,0.6135706682524091,1.4642143299944843,2.688316527935574,,,,,,,,,,,,,,,,,,,,528.1690140845069,1136.3380281690138,40.0
chi_only_structured_xy_na3_chiT5p0,chi_only,False,structured_xy,,3,5.0,1.7605633802816898e-06,1760.5633802816897,echo_ideal_instantaneous,0.07042924682610367,0.20322506870808885,1.5908007966561513,"[0.8330895426634795, 0.6585047604124794, 0.48389985958279413]","[0.888726361775653, 0.7723365069416529, 0.6559332397218628]","[0.7863744217598325, 1.2016073251353554, 1.6025812152326742]","[2.520368688535111, 2.9136541499296724, 0.16534718226769943]","[0.007425270845775003, 0.0032886840103958986, 0.00430173045806341]","[0.841709833377985, 1.2482297633552732, 1.6030051388177415]","[-0.00018792403825166137, -1.3628218849349747e-05, -0.00019492261651300697]",0.7723320361463896,0.6559332397218628,0.005005228438078105,0.007425270845775003,1.2309815785169997,1.6030051388177415,,,,,,,,,,,,,,,,,,,,880.2816901408448,1760.5633802816897,0.0
chi_only_structured_xy_na3_chiT5p0,chi_only,False,structured_xy,,3,5.0,1.7605633802816898e-06,1760.5633802816897,echo_finite_gaussian,0.3486633833415436,0.44171147143560885,1.1753912732344822,"[0.03681537014521874, 0.6945151974115904, 0.9256658513825111]","[0.3578769134301458, 0.7963434649410602, 0.9504439009216741]","[1.2509042688788705, 1.0588615043937577, 0.26920502824598547]","[2.5206814817355774, 1.1832445012859405, 0.3130058979222767]","[0.5971586566807296, 0.13336662046904996, 0.022325217216735332]","[2.6899655245036382, 1.1635994771046614, 0.5518264399221082]","[-0.03736448578362143, 0.15402191000727286, 0.4090732337164372]",0.7015547597642934,0.3578769134301458,0.2509501647888383,0.5971586566807296,1.4684638138434696,2.6899655245036382,,,,,,,,,,,,,,,,,,,,880.2816901408448,1840.56338028169,40.0
chi_plus_chiprime_aligned_x_na2_chiT1p0,chi_plus_chiprime,True,aligned_x,,2,1.0,3.52112676056338e-07,352.112676056338,echo_ideal_instantaneous,0.007644518785554449,0.20611561502844356,1.4740879262873021,"[0.8509848773000406, 0.5625277311773383]","[0.9006565848666938, 0.7083518207848923]","[0.7926626134205195, 1.4044672128039057]","[0.013095055187927484, 1.5665474034156706]","[0.00017644458195822363, 0.02867000885678732]","[0.7926708168045628, 1.4451443774025892]","[0.0003238610147606119, 0.000861011589697507]",0.804504202825793,0.7083518207848923,0.01442322671937277,0.02867000885678732,1.118907597103576,1.4451443774025892,,,,,,,,,,,,,,,,,,,,176.056338028169,352.112676056338,0.0
chi_plus_chiprime_aligned_x_na2_chiT1p0,chi_plus_chiprime,True,aligned_x,,2,1.0,3.52112676056338e-07,352.112676056338,echo_finite_gaussian,0.16257917946150172,0.33006334356920136,1.1638558481667185,"[0.011211721775629468, 0.5248431632336609]","[0.3408078145170863, 0.6832287754891073]","[1.1704290575313059, 1.2540062101773897]","[3.1131115329109513, 1.9307812654480092]","[0.02343472122849635, 0.07188069288115369]","[2.9293303503801957, 1.51939018559733]","[-0.04075597945507497, 0.15908529561506202]",0.5120182950030968,0.3408078145170863,0.04765770705482502,0.07188069288115369,2.2243602679887626,2.9293303503801957,,,,,,,,,,,,,,,,,,,,176.056338028169,432.11267605633793,40.0
chi_plus_chiprime_aligned_x_na2_chiT3p0,chi_plus_chiprime,True,aligned_x,,2,3.0,1.0563380281690138e-06,1056.3380281690138,echo_ideal_instantaneous,0.006707808899225056,0.20536624711938006,1.4703630125683567,"[0.831158704218654, 0.5626802564862952]","[0.8874391361457693, 0.7084535043241967]","[0.8469063194576792, 1.4434212233182193]","[0.005097444161569368, 1.5596583681155152]","[7.028548665681665e-05, 0.00122958563130641]","[0.8469067572633304, 1.4451138669206192]","[3.1365074446194185e-06, 8.440475688894139e-06]",0.797946320234983,0.7084535043241967,0.0006499355589816133,0.00122958563130641,1.146010312091975,1.4451138669206192,,,,,,,,,,,,,,,,,,,,528.1690140845069,1056.3380281690138,0.0
chi_plus_chiprime_aligned_x_na2_chiT3p0,chi_plus_chiprime,True,aligned_x,,2,3.0,1.0563380281690138e-06,1056.3380281690138,echo_finite_gaussian,0.17539201710278493,0.34031361368222796,1.1520189215493075,"[0.01296520168783513, 0.5613048079526991]","[0.3419768011252234, 0.7075365386351328]","[1.154122946211793, 1.255940200436381]","[3.1302557808247475, 1.5316380139528685]","[0.006652475296431558, 0.08848693344879376]","[2.9133603922944356, 1.4451709469870617]","[-0.014449825110681547, 0.17375560635198917]",0.5247566698801781,0.3419768011252234,0.04756970437261265,0.08848693344879376,2.1792656696407486,2.9133603922944356,,,,,,,,,,,,,,,,,,,,528.1690140845069,1136.3380281690138,40.0
chi_plus_chiprime_aligned_x_na2_chiT5p0,chi_plus_chiprime,True,aligned_x,,2,5.0,1.7605633802816898e-06,1760.5633802816897,echo_ideal_instantaneous,0.006442351009370237,0.2051538808074962,1.4693122165802708,"[0.8256548861583946, 0.5627031177460157]","[0.8837699241055964, 0.7084687451640104]","[0.8614992776688317, 1.4386321229936256]","[0.0031439935823903715, 1.5586233192985177]","[1.4742763785789254e-05, 0.0046805708229121995]","[0.8614993689956283, 1.4450578932778102]","[1.0586368966177277e-05, 1.9586585858845966e-05]",0.7961193346348034,0.7084687451640104,0.002347656793348994,0.0046805708229121995,1.1532786311367191,1.4450578932778102,,,,,,,,,,,,,,,,,,,,880.2816901408448,1760.5633802816897,0.0
chi_plus_chiprime_aligned_x_na2_chiT5p0,chi_plus_chiprime,True,aligned_x,,2,5.0,1.7605633802816898e-06,1760.5633802816897,echo_finite_gaussian,0.17372251561393104,0.33897801249114484,1.154035178302682,"[0.01154400938296897, 0.5628465741584715]","[0.34102933958864595, 0.7085643827723143]","[1.1670083185018378, 1.2598571812306185]","[3.1365608298931162, 1.5162325385409716]","[0.01056729912015451, 0.07099585529493085]","[2.9262718659866507, 1.4430244178062943]","[-0.01019519522556224, 0.16333635079245612]",0.5247968611804801,0.34102933958864595,0.040781577207542684,0.07099585529493085,2.1846481418964725,2.9262718659866507,,,,,,,,,,,,,,,,,,,,880.2816901408448,1840.56338028169,40.0
chi_plus_chiprime_aligned_x_na3_chiT1p0,chi_plus_chiprime,True,aligned_x,,3,1.0,3.52112676056338e-07,352.112676056338,echo_ideal_instantaneous,0.06612299424387184,0.19953399506617586,1.5854049887088597,"[0.8677087231405488, 0.5623422869952546, 0.3506832881229489]","[0.9118058154270324, 0.7082281913301697, 0.5671221920819659]","[0.744515955392293, 1.3990208917368, 1.8739529243497508]","[0.018026181261851296, 1.5721702524731351, 0.03954213489756283]","[0.0008741959251817996, 0.032706573094950904, 0.0053855298255495905]","[0.7445411223283446, 1.445428779512686, 1.8740570391300595]","[0.0001976895997295147, 0.0007414586502302017, 0.00013961213567643244]",0.7290520662797227,0.5671221920819659,0.012988766281894099,0.032706573094950904,1.3546756469903631,1.8740570391300595,,,,,,,,,,,,,,,,,,,,176.056338028169,352.112676056338,0.0
chi_plus_chiprime_aligned_x_na3_chiT1p0,chi_plus_chiprime,True,aligned_x,,3,1.0,3.52112676056338e-07,352.112676056338,echo_finite_gaussian,0.04743248595974779,0.18351355939406952,1.2549022533130985,"[0.01311502170837263, 0.5282162546486339, 0.11821098288887977]","[0.3420766811389151, 0.6854775030990892, 0.4121406552592532]","[1.1534978145421886, 1.2786505219234992, 0.12620711792829553]","[3.096455944441404, 1.9573448012608352, 2.8753993265236106]","[0.019583377031527013, 0.044452474990069456, 0.3782699053477004]","[2.9119815079745157, 1.5136812415653433, 2.4101284667928176]","[-0.05291725557207023, 0.1286994103771205, 0.48696882851825046]",0.4798982798324192,0.3420766811389151,0.14743525245643227,0.3782699053477004,2.2785970721108924,2.9119815079745157,,,,,,,,,,,,,,,,,,,,176.056338028169,432.11267605633793,40.0
chi_plus_chiprime_aligned_x_na3_chiT3p0,chi_plus_chiprime,True,aligned_x,,3,3.0,1.0563380281690138e-06,1056.3380281690138,echo_ideal_instantaneous,0.05914838647062272,0.19355575983196235,1.5756362633591252,"[0.8453715222115383, 0.562678074537151, 0.32045781959264974]","[0.8969143481410256, 0.708452049691434, 0.5469718797284332]","[0.8082910223094906, 1.4422235103592007, 1.9377689977860681]","[0.00983049504758506, 1.5644864264025309, 0.09240810528356934]","[0.00031735855803440466, 0.0020933441177750623, 0.006653654807039032]","[0.8082946923582082, 1.4451151481638074, 1.9380758806359506]","[-1.131047975706687e-05, 1.0518030806620355e-05, -2.7013896324552296e-05]",0.7174460925202976,0.5469718797284332,0.003021452494282833,0.006653654807039032,1.3971619070526555,1.9380758806359506,,,,,,,,,,,,,,,,,,,,528.1690140845069,1056.3380281690138,0.0
chi_plus_chiprime_aligned_x_na3_chiT3p0,chi_plus_chiprime,True,aligned_x,,3,3.0,1.0563380281690138e-06,1056.3380281690138,echo_finite_gaussian,0.057334135123975526,0.19200068724912187,1.2381607072893086,"[0.01647689799264658, 0.5626215327936359, 0.11580004275985155]","[0.34431793199509775, 0.7084143551957572, 0.410533361839901]","[1.1250075368030306, 1.2658557318258907, 0.08768369194230341]","[3.1217958228133793, 1.5204111557464384, 2.7773687960034885]","[0.01677251790697923, 0.09017263891374204, 0.3684221104522515]","[2.8841088603322116, 1.4424076656278435, 2.4192410634743644]","[-0.028267833563352697, 0.1670294338354158, 0.6837820032980364]",0.48775521634358526,0.34431793199509775,0.15845575575765758,0.3684221104522515,2.248585863144806,2.8841088603322116,,,,,,,,,,,,,,,,,,,,528.1690140845069,1136.3380281690138,40.0
chi_plus_chiprime_aligned_x_na3_chiT5p0,chi_plus_chiprime,True,aligned_x,,3,5.0,1.7605633802816898e-06,1760.5633802816897,echo_ideal_instantaneous,0.05466999632370797,0.1897171397060354,1.5680358652392903,"[0.8320038669655073, 0.5627004801435697, 0.3017459823781391]","[0.8880025779770048, 0.7084669867623798, 0.5344973215854261]","[0.8446465076986301, 1.4211576337927214, 1.9781863451356962]","[0.005931637521394828, 1.5615088264851285, 0.14093600767506392]","[6.411588135533007e-05, 0.017264487095124584, 0.004563624872210812]","[0.8446471448287528, 1.4449698198877938, 1.9785060115464492]","[2.802085213406647e-05, 7.036057550633021e-05, 1.571271234020331e-05]",0.7103222954416036,0.5344973215854261,0.0072974092828969085,0.017264487095124584,1.422707658754332,1.9785060115464492,,,,,,,,,,,,,,,,,,,,880.2816901408448,1760.5633802816897,0.0
chi_plus_chiprime_aligned_x_na3_chiT5p0,chi_plus_chiprime,True,aligned_x,,3,5.0,1.7605633802816898e-06,1760.5633802816897,echo_finite_gaussian,0.059566309268641544,0.19391397937312133,1.2330958367264533,"[0.012010112515061564, 0.568877169309221, 0.13448083962707275]","[0.34134007501004104, 0.7125847795394806, 0.4229872264180485]","[1.1627187456075836, 1.2656660330212213, 0.023047969826191395]","[3.1310737510595583, 1.4499134068906192, 2.698113287955312]","[0.019881363063115127, 0.057306088198433656, 0.35607886369482206]","[2.9219025774047047, 1.4314559278877799, 2.363971550643448]","[-0.020665082037446617, 0.15202120440699277, 0.8591390752001749]",0.49230402698919007,0.34134007501004104,0.14442210498545696,0.35607886369482206,2.239110018645311,2.9219025774047047,,,,,,,,,,,,,,,,,,,,880.2816901408448,1840.56338028169,40.0
chi_plus_chiprime_structured_xy_na2_chiT1p0,chi_plus_chiprime,True,structured_xy,,2,1.0,3.52112676056338e-07,352.112676056338,echo_ideal_instantaneous,0.004153973672527976,0.20332317893802238,1.4580530445140323,"[0.8532848333343453, 0.6373136501332433]","[0.9021898888895636, 0.7582091000888288]","[0.7790729850047357, 1.1562096397207053]","[0.6124108771467602, 2.9202017973064702]","[0.009457683295736244, 0.010405419299422673]","[0.7861575771741752, 1.2925837479307232]","[0.0006584516521273596, -0.0012386748337252019]",0.8301994944891962,0.7582091000888288,0.009931551297579458,0.010405419299422673,1.0393706625524493,1.2925837479307232,,,,,,,,,,,,,,,,,,,,176.056338028169,352.112676056338,0.0
chi_plus_chiprime_structured_xy_na2_chiT1p0,chi_plus_chiprime,True,structured_xy,,2,1.0,3.52112676056338e-07,352.112676056338,echo_finite_gaussian,0.23942060445930718,0.39153648356744575,1.0904665306820056,"[0.0397766982810249, 0.6740126425766858]","[0.35985113218734993, 0.782675095051124]","[1.2274419734624704, 1.0500474615483804]","[2.53922726677776, 1.4518404134371858]","[0.615868924417276, 0.1309955749151818]","[2.6699070036758603, 1.2082520890569142]","[-0.07482370311098248, 0.17140563666558578]",0.571263113619237,0.35985113218734993,0.3734322496662289,0.615868924417276,1.9390795463663872,2.6699070036758603,,,,,,,,,,,,,,,,,,,,176.056338028169,432.11267605633793,40.0
chi_plus_chiprime_structured_xy_na2_chiT3p0,chi_plus_chiprime,True,structured_xy,,2,3.0,1.0563380281690138e-06,1056.3380281690138,echo_ideal_instantaneous,0.0030884149007147296,0.20247073192057177,1.451869380997516,"[0.8502046275574745, 0.6635494776495267]","[0.9001364183716497, 0.7756996517663511]","[0.7895927900151857, 1.2125315968011956]","[0.6225585524603213, 2.9112180970189465]","[0.006613535908044174, 0.0017879545617914521]","[0.7948218928339581, 1.2375770919808127]","[0.00014959684565347107, -1.2141114533280524e-05]",0.8379180350690004,0.7756996517663511,0.004200745234917813,0.006613535908044174,1.0161994924073854,1.2375770919808127,,,,,,,,,,,,,,,,,,,,528.1690140845069,1056.3380281690138,0.0
chi_plus_chiprime_structured_xy_na2_chiT3p0,chi_plus_chiprime,True,structured_xy,,2,3.0,1.0563380281690138e-06,1056.3380281690138,echo_finite_gaussian,0.2506242504349125,0.40049940034793,1.08015789151168,"[0.04459732212411812, 0.6951577814408332]","[0.3630648814160788, 0.7967718542938887]","[1.2134059129995967, 1.0436994988018786]","[2.51328853804546, 1.1980598646401708]","[0.5797002105798875, 0.16070778268162958]","[2.6534412224349526, 1.1587305738240714]","[-0.026986188927368013, 0.16694378206937097]",0.5799183678549837,0.3630648814160788,0.37020399663075854,0.5797002105798875,1.9060858981295121,2.6534412224349526,,,,,,,,,,,,,,,,,,,,528.1690140845069,1136.3380281690138,40.0
chi_plus_chiprime_structured_xy_na2_chiT5p0,chi_plus_chiprime,True,structured_xy,,2,5.0,1.7605633802816898e-06,1760.5633802816897,echo_ideal_instantaneous,0.0027986802696465807,0.20223894421571725,1.4501039990219933,"[0.8458054594504137, 0.6679223492738428]","[0.897203639633609, 0.7786148995158951]","[0.8047899587623213, 1.2220549218403904]","[0.6251344911752078, 2.909595068511579]","[0.0029144821127208313, 0.00045441401678278766]","[0.8070875978784061, 1.2283026260756404]","[4.5246152956937535e-05, -9.563688821025534e-06]",0.8379092695747521,0.7786148995158951,0.0016844480647518094,0.0029144821127208313,1.0176951119770232,1.2283026260756404,,,,,,,,,,,,,,,,,,,,880.2816901408448,1760.5633802816897,0.0
chi_plus_chiprime_structured_xy_na2_chiT5p0,chi_plus_chiprime,True,structured_xy,,2,5.0,1.7605633802816898e-06,1760.5633802816897,echo_finite_gaussian,0.24869359598825067,0.39895487679060054,1.082792953313673,"[0.040478676007070086, 0.702254518073977]","[0.3603191173380467, 0.801503012049318]","[1.2344871313366572, 1.043146269251792]","[2.513144962975698, 1.1100001002087718]","[0.5747315823823389, 0.15253001825846502]","[2.67540523535413, 1.1442327944188955]","[-0.015984444772675296, 0.16172403890766113]",0.5809110646936824,0.3603191173380467,0.36363080032040196,0.5747315823823389,1.9098190148865126,2.67540523535413,,,,,,,,,,,,,,,,,,,,880.2816901408448,1840.56338028169,40.0
chi_plus_chiprime_structured_xy_na3_chiT1p0,chi_plus_chiprime,True,structured_xy,,3,1.0,3.52112676056338e-07,352.112676056338,echo_ideal_instantaneous,0.07529346333202808,0.20739439714173832,1.5960866743167408,"[0.8019713409282271, 0.6377163870476358, 0.5310178646563154]","[0.8679808939521513, 0.7584775913650906, 0.6873452431042102]","[0.6914195287512515, 1.1571665480667344, 1.5071242090500836]","[2.533859181438249, 2.926044086652152, 0.15477409446537188]","[0.03265890325106427, 0.008518607716675392, 0.018062796735038675]","[0.9218033108087267, 1.2917442208535357, 1.5086253453177445]","[-0.0034105285397455776, 0.0005185198754255655, -0.0035501717408811685]",0.7712679094738174,0.6873452431042102,0.019746769234259446,0.03265890325106427,1.240724292326669,1.5086253453177445,,,,,,,,,,,,,,,,,,,,176.056338028169,352.112676056338,0.0
chi_plus_chiprime_structured_xy_na3_chiT1p0,chi_plus_chiprime,True,structured_xy,,3,1.0,3.52112676056338e-07,352.112676056338,echo_finite_gaussian,0.3331714356220592,0.4284326591046222,1.195343166139681,"[0.040719362199209554, 0.6588151236233178, 0.9302855522211189]","[0.36047957479947307, 0.7725434157488786, 0.9535237014807459]","[1.2355050277596051, 1.0693012891731164, 0.2597920525430306]","[2.5077495025717815, 1.6600230800040021, 0.3036467789847473]","[0.6975077881647833, 0.1545250391872594, 0.011674668541771642]","[2.6447910265193406, 1.2379602527827889, 0.5342788913164733]","[-0.13004753408507416, 0.15071569320355147, 0.42179218179804806]",0.6955155640096993,0.36047957479947307,0.2879024986312715,0.6975077881647833,1.472343390206201,2.6447910265193406,,,,,,,,,,,,,,,,,,,,176.056338028169,432.11267605633793,40.0
chi_plus_chiprime_structured_xy_na3_chiT3p0,chi_plus_chiprime,True,structured_xy,,3,3.0,1.0563380281690138e-06,1056.3380281690138,echo_ideal_instantaneous,0.06978622303637616,0.202673905459751,1.5882673849109399,"[0.8266029614777384, 0.662521917192257, 0.49416974701423577]","[0.8844019743184922, 0.7750146114615046, 0.6627798313428238]","[0.7656133907775982, 1.2103171940657171, 1.582219173576637]","[2.5226159067237783, 2.9149542340960264, 0.09642120403816865]","[0.01272215520814401, 0.0020174573973108633, 0.004450098133842414]","[0.8589062997972088, 1.239746241644502, 1.5824576543331956]","[-0.0005887133788781368, 4.251158640696692e-05, -0.0006144166996644817]",0.7740654723742736,0.6627798313428238,0.00639657024643243,0.01272215520814401,1.2270367319249686,1.5824576543331956,,,,,,,,,,,,,,,,,,,,528.1690140845069,1056.3380281690138,0.0
chi_plus_chiprime_structured_xy_na3_chiT3p0,chi_plus_chiprime,True,structured_xy,,3,3.0,1.0563380281690138e-06,1056.3380281690138,echo_finite_gaussian,0.31572865236457964,0.4134817020267825,1.2183118099228707,"[0.03454694939231951, 0.6953736785822969, 0.8894739143834299]","[0.356364632928213, 0.7969157857215313, 0.9263159429222867]","[1.2701702359452303, 1.0696442854250545, 0.36324413314693205]","[2.5048699050479604, 1.1509232417422015, 0.365294773374831]","[0.6363440391920836, 0.13783437002174112, 0.21190594318160788]","[2.693534931920717, 1.161201124504247, 0.6438341730075193]","[-0.05810638905635305, 0.13917955965601253, 0.6568687120982649]",0.693198787190677,0.356364632928213,0.32869478413181086,0.6363440391920836,1.4995234098108279,2.693534931920717,,,,,,,,,,,,,,,,,,,,528.1690140845069,1136.3380281690138,40.0
chi_plus_chiprime_structured_xy_na3_chiT5p0,chi_plus_chiprime,True,structured_xy,,3,5.0,1.7605633802816898e-06,1760.5633802816897,echo_ideal_instantaneous,0.06865954242007175,0.20170817921720435,1.5845293374777398,"[0.8339179669718416, 0.6583540740527435, 0.4812002107779215]","[0.8892786446478945, 0.7722360493684958, 0.6541334738519476]","[0.7890472833473906, 1.2012746230974878, 1.6083834726404724]","[2.5188769634694093, 2.9121228317298278, 0.04756467767199354]","[0.006761866091391265, 0.0033825652972760177, 0.001068981460855578]","[0.839489189695969, 1.2485457112382046, 1.6084120126553796]","[-0.00014576642825050383, -4.3114061038444455e-05, -0.0001277245450223604]",0.7718827226227792,0.6541334738519476,0.003737804283174287,0.006761866091391265,1.2321489711965177,1.6084120126553796,,,,,,,,,,,,,,,,,,,,880.2816901408448,1760.5633802816897,0.0
