case_id,model_variant,include_chi_prime,family,seed,n_active,chi_t_over_2pi,duration_s,duration_ns,construction,restricted_process_fidelity,restricted_average_gate_fidelity,restricted_fro_error,per_block_process_fidelities,per_block_average_gate_fidelities,per_block_rotation_angle_errors_rad,per_block_rotation_axis_errors_rad,per_block_residual_z_error_rad,per_block_transverse_error_rad,per_block_actual_rotvec_z_rad,mean_block_average_gate_fidelity,worst_block_average_gate_fidelity,mean_residual_z_error_rad,max_residual_z_error_rad,mean_transverse_error_rad,max_transverse_error_rad,best_fit_restricted_process_fidelity,uncorrected_restricted_process_fidelity,same_block_population_mean,same_block_population_min,other_target_population_mean,other_target_population_max,leakage_outside_target_mean,leakage_outside_target_max,weighted_loss,best_fit_block_phase_rms_rad,optimization_success,optimization_message,n_optimizer_history,corrections_vector,source_case,reduced_vs_full_restricted_process_fidelity,reduced_vs_full_restricted_average_gate_fidelity,magnus_vs_full_restricted_process_fidelity,magnus_vs_full_restricted_average_gate_fidelity,echo_half_duration_ns,echo_total_duration_ns,echo_pi_duration_ns
chi_plus_chiprime_aligned_x_na2_chiT3p0,chi_plus_chiprime,True,aligned_x,,2,3.0,1.0563380281690138e-06,1056.3380281690138,magnus_effective,0.2948356000805406,0.43586848006443246,0.9560463785028687,"[0.29697789358727794, 0.2927010614434582]","[0.531318595724852, 0.5284673742956388]","[0.5959780828351258, 0.5333283270695874]","[2.0207371739757463, 2.0431789846982378]","[0.6331794861048604, 0.5647902770865108]","[1.8854380453741475, 1.9168212278555354]","[0.021964773051592605, -0.057746289181653004]",0.5298929850102454,0.5284673742956388,0.5989848815956855,0.6331794861048604,1.9011296366148414,1.9168212278555354,,,,,,,,,,,,,,,chi_plus_chiprime_aligned_x_na2_chiT3p0,,,0.6689412074953435,0.7351529659962748,,,
chi_plus_chiprime_aligned_x_na2_chiT3p0,chi_plus_chiprime,True,aligned_x,,2,3.0,1.0563380281690138e-06,1056.3380281690138,decoupled_block,1.0,1.0,1.1102230246251565e-16,"[1.0, 1.0]","[1.0, 1.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 3.3306690738754696e-16]","[0.0, 0.0]",1.0,1.0,0.0,0.0,1.6653345369377348e-16,3.3306690738754696e-16,,,1.0,,,,0.0,,,,,,,,,,,,,,,
chi_plus_chiprime_aligned_x_na2_chiT5p0,chi_plus_chiprime,True,aligned_x,,2,5.0,1.7605633802816898e-06,1760.5633802816897,full_shared_line,0.6878086465739184,0.7502469172591347,0.5842494332499383,"[0.8214004111932209, 0.5661161956430649]","[0.8809336074621473, 0.71074413042871]","[0.8698420729775997, 1.4251861043243719]","[0.7733775145628157, 1.2094490073883244]","[0.006463117586660794, 0.015154277905415193]","[0.872631916041237, 1.4381002048630855]","[-0.006846862042111967, 0.018657608671336944]",0.7958388689454287,0.71074413042871,0.010808697746037994,0.015154277905415193,1.1553660604521614,1.4381002048630855,0.6878366548837167,0.6878086465739184,1.0000039595516448,1.000003931681079,0.0,0.0,0.0,0.0,0.37343443276228117,0.009063448817955937,True,Optimization terminated successfully.,124.0,"[0.7494599012900632, 0.7496536775635121, -0.5996922582170546, -0.6132943164474332]",,,,,,,,
chi_plus_chiprime_aligned_x_na2_chiT5p0,chi_plus_chiprime,True,aligned_x,,2,5.0,1.7605633802816898e-06,1760.5633802816897,blockwise_exact_reduced,0.687807112004611,0.7502456896036888,0.5842503247050808,"[0.821394654018785, 0.5661181903078082]","[0.8809297693458568, 0.7107454602052053]","[0.8698496889388339, 1.4251866133700615]","[0.7729235604944759, 1.2094887322979702]","[0.006454265899199036, 0.015153881932938864]","[0.8726342630675286, 1.4381011280912734]","[-0.006838404800792741, 0.018657409608724723]",0.795837614775531,0.7107454602052053,0.01080407391606895,0.015153881932938864,1.155367695579401,1.4381011280912734,,,,,,,,,,,,,,,chi_plus_chiprime_aligned_x_na2_chiT5p0,1.0,1.0,,,,,
chi_plus_chiprime_aligned_x_na2_chiT5p0,chi_plus_chiprime,True,aligned_x,,2,5.0,1.7605633802816898e-06,1760.5633802816897,magnus_effective,0.08169698109840841,0.26535758487872674,1.1951344379520814,"[0.0927894061886839, 0.07131043606538072]","[0.3951929374591226, 0.3808736240435871]","[2.161238384922206, 1.0341691600384393]","[2.538230322305628, 2.52693842184118]","[0.8036774176546364, 0.8867703302880915]","[2.391076493365514, 2.4451154868253417]","[-0.2155701133740042, 0.10850279579188209]",0.38803328075135485,0.3808736240435871,0.845223873971364,0.8867703302880915,2.418095990095428,2.4451154868253417,,,,,,,,,,,,,,,chi_plus_chiprime_aligned_x_na2_chiT5p0,,,0.03432666335347455,0.22746133068277966,,,
chi_plus_chiprime_aligned_x_na2_chiT5p0,chi_plus_chiprime,True,aligned_x,,2,5.0,1.7605633802816898e-06,1760.5633802816897,decoupled_block,1.0,1.0,0.0,"[1.0, 1.0]","[1.0, 1.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]","[0.0, 0.0]",1.0,1.0,0.0,0.0,0.0,0.0,,,1.0,,,,0.0,,,,,,,,,,,,,,,
chi_plus_chiprime_aligned_x_na3_chiT1p0,chi_plus_chiprime,True,aligned_x,,3,1.0,3.52112676056338e-07,352.112676056338,full_shared_line,0.5353135964012423,0.601697368343922,0.7329261107401523,"[0.8210386203236392, 0.5661745965405853, 0.2889369506982434]","[0.8806924135490929, 0.7107830643603902, 0.5259579671321623]","[0.8300180707638944, 1.4272731032091919, 1.9006749942321255]","[1.4226903132855317, 1.159501058585318, 1.516696050730009]","[0.04681775569855057, 0.014533638906380012, 0.0725180754129672]","[0.8723570226743302, 1.4379953760180129, 2.005281069886228]","[-0.04903013179906869, -0.016285790923358166, 0.1097533131196446]",0.7058111483472151,0.5259579671321623,0.04462315667263259,0.0725180754129672,1.4385444895261905,2.005281069886228,0.5358660253123936,0.5353135964012423,1.0000097525365803,1.0000096034297015,0.0,0.0,0.0,0.0,0.5528450234579754,0.04741877701072446,True,Optimization terminated successfully.,184.0,"[-0.7465476462650196, 0.7489002938462139, 0.7492336271894359, -1.6906066818627181, 1.4191768344480806, 0.8120130715554662]",,,,,,,,
chi_plus_chiprime_aligned_x_na3_chiT1p0,chi_plus_chiprime,True,aligned_x,,3,1.0,3.52112676056338e-07,352.112676056338,blockwise_exact_reduced,0.5353165981668417,0.6016999412858643,0.7329266411797097,"[0.8210492223052739, 0.5661763854610495, 0.2889359921857484]","[0.8806994815368493, 0.710784256974033, 0.5259573281238322]","[0.8300225206672612, 1.4272733543637273, 1.9006747455938409]","[1.4226854677310432, 1.1594736881878909, 1.5167083839152977]","[0.04681299900612428, 0.01453378534694479, 0.0725176544537441]","[0.8723574634321608, 1.4379950229309715, 2.0052824362667074]","[-0.04902576275545888, -0.01628528368076101, 0.10975365003743365]",0.7058136888782381,0.5259573281238322,0.04462147960227106,0.0725176544537441,1.4385449742099468,2.0052824362667074,,,,,,,,,,,,,,,chi_plus_chiprime_aligned_x_na3_chiT1p0,1.0,1.0,,,,,
chi_plus_chiprime_aligned_x_na3_chiT1p0,chi_plus_chiprime,True,aligned_x,,3,1.0,3.52112676056338e-07,352.112676056338,magnus_effective,0.005211895249096589,0.1473244816420828,1.3622088994664132,"[0.12874391977703603, 0.053578117038458384, 0.007963923040106131]","[0.41916261318469067, 0.36905207802563894, 0.3386426153600708]","[1.5157488558074674, 0.8235204501114213, 0.25350185253788493]","[1.4975962513956902, 1.7141748895359814, 2.296234935288078]","[1.0977010742948594, 0.9351313111124256, 1.6780097222991335]","[2.1428101138704045, 2.5056006987808774, 2.4419052759698117]","[1.8946324077104453, -0.7352157848479465, 0.46542077423901923]",0.37561910219013345,0.3386426153600708,1.2369473692354729,1.6780097222991335,2.363438696207031,2.5056006987808774,,,,,,,,,,,,,,,chi_plus_chiprime_aligned_x_na3_chiT1p0,,,0.05834460048807295,0.19286680041834825,,,
chi_plus_chiprime_aligned_x_na3_chiT1p0,chi_plus_chiprime,True,aligned_x,,3,1.0,3.52112676056338e-07,352.112676056338,decoupled_block,1.0,1.0,0.0,"[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]",1.0,1.0,0.0,0.0,0.0,0.0,,,1.0,,,,0.0,,,,,,,,,,,,,,,
chi_plus_chiprime_aligned_x_na3_chiT3p0,chi_plus_chiprime,True,aligned_x,,3,3.0,1.0563380281690138e-06,1056.3380281690138,full_shared_line,0.5304101155324036,0.5974943847420603,0.7382159545831679,"[0.8214530888372106, 0.5661518290073395, 0.28245278626363873]","[0.8809687258914737, 0.710767886004893, 0.5216351908424258]","[0.8723614458995552, 1.4160438681600633, 1.673535136260746]","[0.2023894693594745, 1.3187474351464914, 1.5480003407780092]","[0.001309141374535882, 0.02314344439328229, 0.21456107955313422]","[0.872510295590185, 1.4379181539840602, 2.0095177653907]","[-0.0014591131193796287, 0.02816944713426006, 0.33699653481885783]",0.7044572675795976,0.5216351908424258,0.0796712217736508,0.21456107955313422,1.4399820716549818,2.0095177653907,0.5330138766839528,0.5304101155324036,1.0000006786716449,1.000000671953886,0.0,0.0,0.0,0.0,0.5577060518354401,0.09809454473310672,True,Optimization terminated successfully.,181.0,"[-0.7496536775526561, -0.7496536775576004, -0.7496536775576004, 1.1337502323033841, 1.0925322281895111, 0.9388923509366789]",,,,,,,,
chi_plus_chiprime_aligned_x_na3_chiT3p0,chi_plus_chiprime,True,aligned_x,,3,3.0,1.0563380281690138e-06,1056.3380281690138,blockwise_exact_reduced,0.5304093139686642,0.5974936976874264,0.738216756166643,"[0.8214514158039886, 0.5661510151877092, 0.28245258803882456]","[0.8809676105359925, 0.7107673434584728, 0.5216350586925497]","[0.8723657583776001, 1.4160443311198951, 1.673535132280144]","[0.2021697896119443, 1.3188115581098019, 1.548002044522151]","[0.0013080982349547852, 0.02314193671330825, 0.21456163971656259]","[0.8725141964901383, 1.4379201002204454, 2.00951827873706]","[-0.0014568704413418564, 0.02816947187819695, 0.33699655161057157]",0.7044566708956718,0.5216350586925497,0.07967055822160854,0.21456163971656259,1.4399841918158813,2.00951827873706,,,,,,,,,,,,,,,chi_plus_chiprime_aligned_x_na3_chiT3p0,1.0,1.0,,,,,
chi_plus_chiprime_aligned_x_na3_chiT3p0,chi_plus_chiprime,True,aligned_x,,3,3.0,1.0563380281690138e-06,1056.3380281690138,magnus_effective,0.26022110752679617,0.3659038064515396,0.9898295620443434,"[0.30063198589882634, 0.29137771316027, 0.1955964214148092]","[0.5337546572658842, 0.5275851421068466, 0.46373094760987277]","[0.5960019853786225, 0.5335168491521217, 1.6625529907997878]","[2.007783097613361, 2.0481269522235617, 2.1951934401808457]","[0.6375660581073118, 0.5661894754987993, 0.25676787458877537]","[1.8755295090284234, 1.919442944805762, 2.210489476541383]","[0.023515828867014435, -0.05468892897681243, -0.04978686392483675]",0.5083569156608679,0.46373094760987277,0.4868411360649621,0.6375660581073118,2.001820643458523,2.210489476541383,,,,,,,,,,,,,,,chi_plus_chiprime_aligned_x_na3_chiT3p0,,,0.7477379627864515,0.7837753966741013,,,
chi_plus_chiprime_aligned_x_na3_chiT3p0,chi_plus_chiprime,True,aligned_x,,3,3.0,1.0563380281690138e-06,1056.3380281690138,decoupled_block,1.0,1.0,9.06493303673679e-17,"[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 3.3306690738754696e-16, 0.0]","[0.0, 0.0, 0.0]",1.0,1.0,0.0,0.0,1.1102230246251565e-16,3.3306690738754696e-16,,,1.0,,,,0.0,,,,,,,,,,,,,,,
chi_plus_chiprime_aligned_x_na3_chiT5p0,chi_plus_chiprime,True,aligned_x,,3,5.0,1.7605633802816898e-06,1760.5633802816897,full_shared_line,0.5241136672083524,0.5920974290357306,0.7451424388613114,"[0.8235218915134209, 0.5689399627797704, 0.27328807086241363]","[0.8823479276756139, 0.7126266418531803, 0.5155253805749425]","[0.8621928951201093, 1.426700238588475, 1.5068158810728416]","[0.7625722853164759, 0.8104530881417829, 1.552489812043108]","[0.011356100944661536, 0.01073735123087597, 0.3200671927604781]","[0.8670302973254946, 1.4324403766175537, 2.0161545132622303]","[-0.012054131841425507, 0.01335350586231083, 0.5037189078015838]",0.7034999833679122,0.5155253805749425,0.1140535483120052,0.3200671927604781,1.4385417290684261,2.0161545132622303,0.53024211955988,0.5241136672083524,1.0000042353679905,1.0000041781182305,0.0,0.0,0.0,0.0,0.5636422128415218,0.14921256279549241,True,Optimization terminated successfully.,184.0,"[0.7485539714151813, 0.7489002938462139, 0.7496536775576004, -0.5862160692266403, -0.6033130868233996, -0.9167189906653167]",,,,,,,,
chi_plus_chiprime_aligned_x_na3_chiT5p0,chi_plus_chiprime,True,aligned_x,,3,5.0,1.7605633802816898e-06,1760.5633802816897,blockwise_exact_reduced,0.5241182139676023,0.5921013262579448,0.7451422770882223,"[0.8235351389452913, 0.5689430172556913, 0.27328814856802486]","[0.882356759296861, 0.7126286781704608, 0.5155254323786832]","[0.8622008269198078, 1.426698882724463, 1.5068155104658034]","[0.7621074375566838, 0.8103795470029896, 1.552487319907238]","[0.011344800005068042, 0.010735560393961738, 0.3200654104290995]","[0.867030432647256, 1.4324384737436129, 2.0161536027698395]","[-0.01204281734040822, 0.013353505003164253, 0.5037192565259577]",0.7035036232820017,0.5155254323786832,0.11404859027604308,0.3200654104290995,1.4385408363869028,2.0161536027698395,,,,,,,,,,,,,,,chi_plus_chiprime_aligned_x_na3_chiT5p0,1.0,1.0,,,,,
chi_plus_chiprime_aligned_x_na3_chiT5p0,chi_plus_chiprime,True,aligned_x,,3,5.0,1.7605633802816898e-06,1760.5633802816897,magnus_effective,0.051576424575239706,0.1870655067787769,1.243298487577986,"[0.09068728461370555, 0.0742574926994254, 0.011592340124819543]","[0.39379152307580373, 0.3828383284662836, 0.34106156008321303]","[2.1500848091418328, 1.0380057152848812, 0.1037961489596082]","[2.5451993153320216, 2.5374494862934385, 2.223011693946754]","[0.8989079442773685, 1.019707471898728, 1.5144361838765825]","[2.3647204076293655, 2.3803910526053893, 2.503401028339495]","[-0.35298887280849794, -0.08399586039962091, 0.13286222913407034]",0.3725638038751001,0.34106156008321303,1.1443505333508932,1.5144361838765825,2.41617082952475,2.503401028339495,,,,,,,,,,,,,,,chi_plus_chiprime_aligned_x_na3_chiT5p0,,,0.09718773065587985,0.22616091199075417,,,
chi_plus_chiprime_aligned_x_na3_chiT5p0,chi_plus_chiprime,True,aligned_x,,3,5.0,1.7605633802816898e-06,1760.5633802816897,decoupled_block,1.0,1.0,1.433291761649753e-16,"[1.0, 1.0, 1.0]","[1.0, 1.0, 1.0]","[0.0, 0.0, 4.440892098500626e-16]","[0.0, 0.0, 0.0]","[0.0, 0.0, 0.0]","[0.0, 0.0, 5.551115123125783e-16]","[0.0, 0.0, 0.0]",1.0,1.0,0.0,0.0,1.8503717077085943e-16,5.551115123125783e-16,,,1.0,,,,0.0,,,,,,,,,,,,,,,
chi_plus_chiprime_aligned_x_na4_chiT1p0,chi_plus_chiprime,True,aligned_x,,4,1.0,3.52112676056338e-07,352.112676056338,full_shared_line,0.382906757240073,0.45147267310228717,0.8738496792047129,"[0.8226837102548232, 0.5686117398467089, 0.29121526024094246, 0.07781833461703852]","[0.8817891401698822, 0.7124078265644727, 0.5274768401606283, 0.38521222307802566]","[0.8154473192940792, 1.412136246949318, 1.9144763990256781, 2.2613386045604202]","[1.3751621566989798, 1.1901876011366788, 1.4612748290748911, 1.5480997747552425]","[0.06106356897820204, 0.02839007833033459, 0.06014439386222383, 0.12707831492578786]","[0.8671538125953113, 1.4328621689710448, 2.0006640435964864, 2.5730371190219268]","[-0.06271671028959525, -0.03021028518316406, 0.09556429814314447, 0.3145928538931902]",0.6267215074932522,0.38521222307802566,0.06916908902413707,0.12707831492578786,1.7184292860461923,2.5730371190219268,0.38430255448717343,0.382906757240073,1.0000042682784653,1.0000041824221009,0.0,0.0,0.0,0.0,0.7288807338332726,0.10379170383759025,True,Optimization terminated successfully.,249.0,"[-0.7494396385257247, -0.7492336272059394, 0.7493203442193228, 0.7493203442193228, -1.2308362937108237, -1.275892788872994, 1.167271102464647, 0.3574630792589979]",,,,,,,,
chi_plus_chiprime_aligned_x_na4_chiT1p0,chi_plus_chiprime,True,aligned_x,,4,1.0,3.52112676056338e-07,352.112676056338,blockwise_exact_reduced,0.3829104525074582,0.45147595778440736,0.8738521454042026,"[0.8227043531429905, 0.5686149160849137, 0.29121434531012613, 0.07781796429487596]","[0.881802902095327, 0.7124099440566091, 0.5274762302067507, 0.385211976196584]","[0.8154520764906158, 1.4121387045979243, 1.9144765169778368, 2.2613379471467066]","[1.3751494677311142, 1.1902769160121984, 1.4613310835685966, 1.5481061016900632]","[0.061058479395776105, 0.02838785216278544, 0.06014635994480002, 0.12708061695383543]","[0.8671539692159511, 1.4328658412776114, 2.0006693857721642, 2.573039005738025]","[-0.06271201045520083, -0.03020944272907799, 0.09556478357462232, 0.3145935186265212]",0.6267252631388177,0.385211976196584,0.06916832711429925,0.12708061695383543,1.718432050500938,2.573039005738025,,,,,,,,,,,,,,,chi_plus_chiprime_aligned_x_na4_chiT1p0,1.0,1.0,,,,,
chi_plus_chiprime_aligned_x_na4_chiT1p0,chi_plus_chiprime,True,aligned_x,,4,1.0,3.52112676056338e-07,352.112676056338,magnus_effective,0.02679889063147038,0.13493234722797365,1.2932875417872365,"[0.14328953238778894, 0.04115513207454955, 0.022185518725561654, 0.04944369985591546]","[0.428859688258526, 0.36077008804969973, 0.3481236791503744, 0.3662957999039436]","[1.1807512530377249, 0.9582013927218815, 0.40281777820230635, 1.4514509399294806]","[1.8117984812906094, 1.680906929543322, 1.9461141377471185, 2.6799375449729763]","[0.7548716293743724, 1.1849036846793137, 1.1029423626446166, 0.5938363886132654]","[2.2414663665401338, 2.462806097984478, 2.619885790636709, 2.626838608449628]","[1.43883168142214, 2.224940865477509, -0.5763351970287445, 0.3309219956340851]",0.37601231384063594,0.3481236791503744,0.909138516327892,1.1849036846793137,2.4877492159027375,2.626838608449628,,,,,,,,,,,,,,,chi_plus_chiprime_aligned_x_na4_chiT1p0,,,0.03141180105182493,0.1390327120460666,,,
chi_plus_chiprime_aligned_x_na4_chiT1p0,chi_plus_chiprime,True,aligned_x,,4,1.0,3.52112676056338e-07,352.112676056338,decoupled_block,1.0,1.0,0.0,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1.0,1.0,0.0,0.0,0.0,0.0,,,1.0,,,,0.0,,,,,,,,,,,,,,,
chi_plus_chiprime_aligned_x_na4_chiT3p0,chi_plus_chiprime,True,aligned_x,,4,3.0,1.0563380281690138e-06,1056.3380281690138,full_shared_line,0.37103189433873474,0.4409172394122087,0.8869320285706365,"[0.8252983102118034, 0.571353085829718, 0.2882641114853727, 0.06796722540048775]","[0.8835322068078689, 0.7142353905531453, 0.5255094076569151, 0.3786448169336585]","[0.8584944612374732, 1.4204772490459896, 1.6841643364295213, 1.6621529702662081]","[0.6135975468141458, 0.7750636754851062, 1.5110190623881423, 1.5463888800667995]","[0.011345894328725984, 0.01412988134145291, 0.20718491059770802, 0.33429971455415697]","[0.8623586310889187, 1.4275349550684309, 1.9973557269786153, 2.5926243278047525]","[-0.012179174157251149, 0.017252857612239374, 0.32587173409009645, 0.9136803862513813]",0.6254804554878969,0.3786448169336585,0.14174010020551098,0.33429971455415697,1.7199684102351793,2.5926243278047525,0.37882359994156256,0.37103189433873474,1.0000031104344376,1.0000030359633363,0.0,0.0,0.0,0.0,0.7401796846924213,0.24672854621158774,True,Optimization terminated successfully.,414.0,"[-0.749653677556267, -0.749653677556267, -0.749653677556267, 0.7495798709092569, 1.1312996385033534, 1.1307346561153306, 0.9406492679749208, -2.522120248433211]",,,,,,,,
chi_plus_chiprime_aligned_x_na4_chiT3p0,chi_plus_chiprime,True,aligned_x,,4,3.0,1.0563380281690138e-06,1056.3380281690138,blockwise_exact_reduced,0.37103441748808136,0.44091948221162786,0.8869335514875814,"[0.8253188053797572, 0.5713543258543652, 0.28826291056687664, 0.06796565535315617]","[0.8835458702531716, 0.7142362172362434, 0.5255086070445844, 0.37864377023543744]","[0.8584992985786848, 1.4204794910776504, 1.684164006419898, 1.6621527660209603]","[0.6132267724491725, 0.7751609727565554, 1.5110251694030028, 1.5463957461999494]","[0.01133555489960838, 0.014133437212545388, 0.20719029305077447, 0.33430461158953284]","[0.8623580870776503, 1.4275382015023326, 1.9973571768460805, 2.5926297932410862]","[-0.012169959795073827, 0.017252993622096834, 0.32587217795852663, 0.9136807403673086]",0.6254836161923591,0.37864377023543744,0.14174097418811527,0.33430461158953284,1.7199708146667874,2.5926297932410862,,,,,,,,,,,,,,,chi_plus_chiprime_aligned_x_na4_chiT3p0,1.0,1.0,,,,,
chi_plus_chiprime_aligned_x_na4_chiT3p0,chi_plus_chiprime,True,aligned_x,,4,3.0,1.0563380281690138e-06,1056.3380281690138,magnus_effective,0.040307078809521286,0.14693962560846335,1.2643051615368635,"[0.29422910505202476, 0.296448734092431, 0.17893089569192347, 0.4996189358050514]","[0.5294860700346832, 0.5309658227282873, 0.45262059712794894, 0.6664126238700342]","[0.6140410811944246, 0.5001807339343827, 1.3535115197947118, 1.2240066176020399]","[2.0045635762890384, 1.9934990238672046, 1.8848536372778413, 0.6195023660078223]","[0.8413160698703149, 0.8404272100003211, 0.6573749337443352, 0.7725219623055827]","[1.8088611312272471, 1.8039080311491884, 2.170725175134833, 1.3685780197161739]","[0.23263084897039532, 0.2547187317887627, 0.5595705585322673, 0.00883857071117345]",0.5448712784402384,0.45262059712794894,0.7779100439801384,0.8413160698703149,1.7880180893068605,2.170725175134833,,,,,,,,,,,,,,,chi_plus_chiprime_aligned_x_na4_chiT3p0,,,0.23918488529989518,0.32371989804435125,,,
chi_plus_chiprime_aligned_x_na4_chiT3p0,chi_plus_chiprime,True,aligned_x,,4,3.0,1.0563380281690138e-06,1056.3380281690138,decoupled_block,1.0,1.0,7.850462293418875e-17,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 3.3306690738754696e-16, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]",1.0,1.0,0.0,0.0,8.326672684688674e-17,3.3306690738754696e-16,,,1.0,,,,0.0,,,,,,,,,,,,,,,
chi_plus_chiprime_aligned_x_na4_chiT5p0,chi_plus_chiprime,True,aligned_x,,4,5.0,1.7605633802816898e-06,1760.5633802816897,full_shared_line,0.3449076506521439,0.4176956894685724,0.9133240745191025,"[0.8265439439954921, 0.5729991194552658, 0.27713262681201906, 0.04466180219315311]","[0.884362629330328, 0.7153327463035106, 0.5180884178746794, 0.3631078681287687]","[0.8516132154637873, 1.4233069807356518, 1.5137218851914274, 1.1243225416395133]","[0.7405236536401677, 0.29765327649312334, 1.5367918529435185, 1.5666024055212615]","[0.017863888287032045, 0.004806787938074718, 0.3150935350797661, 0.5171182918305476]","[0.8589634285920094, 1.4242703945612805, 2.0082243895020073, 2.666026891476125]","[-0.018906342611998337, 0.006376192314363474, 0.4966100960525234, 1.4517691446449164]",0.6202229154093217,0.3631078681287687,0.21372062578385512,0.5171182918305476,1.7393712760328555,2.666026891476125,0.3611646233774481,0.3449076506521439,1.0000035704717058,1.0000035147146835,0.0,0.0,0.0,0.0,0.7664214118708985,0.3899928604604547,True,Optimization terminated successfully.,254.0,"[0.7485051175892621, 0.7485116038645547, 0.7494499246062268, 0.7493203442193228, -0.5692044266325293, -0.5514576987592171, -0.8981500409491514, -1.4526911193457246]",,,,,,,,
chi_plus_chiprime_aligned_x_na4_chiT5p0,chi_plus_chiprime,True,aligned_x,,4,5.0,1.7605633802816898e-06,1760.5633802816897,blockwise_exact_reduced,0.3449095101098671,0.41769734231988187,0.9133261477316693,"[0.8265614807297978, 0.5729996054036797, 0.27713219761142094, 0.04466032026145027]","[0.8843743204865319, 0.7153330702691197, 0.5180881317409473, 0.3631068801743002]","[0.8516225650024418, 1.423306722979295, 1.5137219333600846, 1.1243221279417739]","[0.7402874222210858, 0.2976732569314641, 1.5368007224121882, 1.5666078595930197]","[0.017852667124012872, 0.004808917668865007, 0.3150991511936156, 0.5171165045328657]","[0.858965866788393, 1.4242702706650865, 2.0082278846201818, 2.666034563243842]","[-0.01889519327636647, 0.0063768784466655005, 0.4966101950373813, 1.4517695949509681]",0.6202256006677248,0.3631068801743002,0.2137193101298398,0.5171165045328657,1.739374646329376,2.666034563243842,,,,,,,,,,,,,,,chi_plus_chiprime_aligned_x_na4_chiT5p0,1.0,1.0,,,,,
chi_plus_chiprime_aligned_x_na4_chiT5p0,chi_plus_chiprime,True,aligned_x,,4,5.0,1.7605633802816898e-06,1760.5633802816897,magnus_effective,0.01910210063213031,0.12809075611744916,1.3128515915957686,"[0.08727503307214034, 0.08087707485476273, 0.015063361308918452, 0.02241126365855723]","[0.39151668871476025, 0.3872513832365085, 0.34337557420594567, 0.3482741757723715]","[2.133227462844125, 1.0283731042882853, 0.09295498326992502, 1.2437407263858504]","[2.5539350763592927, 2.5846001684044695, 2.2433631835648216, 1.688406510630011]","[0.9726726710378972, 1.0293725102098068, 1.5950366558068245, 1.6410932314296338]","[2.3483250285501374, 2.34922787880227, 2.416571007837721, 2.3191392140230724]","[-0.46490209220646256, -0.2043890903547829, -0.0270807863386034, 0.12157847924493156]",0.36760445548239645,0.34337557420594567,1.3095437671210406,1.6410932314296338,2.3583157823033,2.416571007837721,,,,,,,,,,,,,,,chi_plus_chiprime_aligned_x_na4_chiT5p0,,,0.1373523124825399,0.23320205554003545,,,
chi_plus_chiprime_aligned_x_na4_chiT5p0,chi_plus_chiprime,True,aligned_x,,4,5.0,1.7605633802816898e-06,1760.5633802816897,decoupled_block,1.0,1.0,1.2412670766236366e-16,"[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0, 1.0, 1.0]","[0.0, 0.0, 4.440892098500626e-16, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 5.551115123125783e-16, 0.0]","[0.0, 0.0, 0.0, 0.0]",1.0,1.0,0.0,0.0,1.3877787807814457e-16,5.551115123125783e-16,,,1.0,,,,0.0,,,,,,,,,,,,,,,
chi_plus_chiprime_structured_xy_na2_chiT1p0,chi_plus_chiprime,True,structured_xy,,2,1.0,3.52112676056338e-07,352.112676056338,full_shared_line,0.7543260453254838,0.8034608362603869,0.5128550729605319,"[0.8430679528001546, 0.6706184373215334]","[0.8953786352001031, 0.7804122915476889]","[0.7956406765060381, 1.2124617863681928]","[1.4558884809752652, 1.3570747815306663]","[0.02063138945504109, 0.011794207277646117]","[0.8143814717995227, 1.2225134370317914]","[-0.02092039966532576, 0.012355703295025446]",0.837895463373896,0.7804122915476889,0.016212798366343605,0.02063138945504109,1.018447454415657,1.2225134370317914,0.7543793455097338,0.7543260453254838,1.0000045069334855,1.000004481574485,0.0,0.0,0.0,0.0,0.2942928590546582,0.011906908674279895,True,Optimization terminated successfully.,124.0,"[-0.749645649854584, 0.7494396385566593, -1.136905435071848, 0.7416294238611396]",,,,,,,,
