mode,n,family,variant,description,duration_ns,amplitude_scale,expected_pi_amplitude_MHz,amplitude_MHz,carrier_rotating_MHz,target_probability,source_probability,leakage_probability,subspace_population
storage,1,gaussian,sigma_0p12,Narrow Gaussian,12.0,1.05,20.833333333333332,21.875,-255.6696945244608,0.9940194839190782,0.0059805160809216955,6.505213034913027e-17,0.9999999999999999
storage,1,gaussian,sigma_0p12,Narrow Gaussian,12.0,1.2,20.833333333333332,24.999999999999996,-255.6696945244608,0.905274065858092,0.09472593414190816,0.0,1.0000000000000002
storage,1,gaussian,sigma_0p12,Narrow Gaussian,12.0,1.35,20.833333333333332,28.125,-255.6696945244608,0.7283016672965206,0.2716983327034795,0.0,1.0
storage,1,gaussian,sigma_0p12,Narrow Gaussian,12.0,1.5,20.833333333333332,31.25,-255.6696945244608,0.5016348446235296,0.4983651553764702,2.220446049250313e-16,0.9999999999999998
storage,1,gaussian,sigma_0p12,Narrow Gaussian,16.0,0.65,15.624999999999998,10.15625,-255.6696945244608,0.7263751879352217,0.2736248120647781,1.6653345369377348e-16,0.9999999999999998
storage,1,gaussian,sigma_0p12,Narrow Gaussian,16.0,0.8,15.624999999999998,12.5,-255.6696945244608,0.9040038714640898,0.09599612853590989,3.3306690738754696e-16,0.9999999999999997
storage,1,gaussian,sigma_0p12,Narrow Gaussian,16.0,0.95,15.624999999999998,14.843749999999998,-255.6696945244608,0.9936828861003173,0.006317113899682598,1.0495077029659683e-16,0.9999999999999999
storage,1,gaussian,sigma_0p12,Narrow Gaussian,16.0,1.05,15.624999999999998,16.406249999999996,-255.6696945244608,0.9940177328807961,0.00598226711920391,0.0,1.0
storage,1,gaussian,sigma_0p12,Narrow Gaussian,16.0,1.2,15.624999999999998,18.749999999999996,-255.6696945244608,0.9052608342200934,0.0947391657799066,0.0,1.0
storage,1,gaussian,sigma_0p12,Narrow Gaussian,16.0,1.35,15.624999999999998,21.09375,-255.6696945244608,0.7282826338746181,0.2717173661253818,1.1102230246251565e-16,0.9999999999999999
storage,1,gaussian,sigma_0p12,Narrow Gaussian,16.0,1.5,15.624999999999998,23.437499999999996,-255.6696945244608,0.5016039766236153,0.4983960233763849,0.0,1.0000000000000002
storage,1,gaussian,sigma_0p12,Narrow Gaussian,20.0,0.65,12.5,8.125,-255.6696945244608,0.7263956348181138,0.2736043651818863,0.0,1.0
storage,1,gaussian,sigma_0p12,Narrow Gaussian,20.0,0.8,12.5,10.0,-255.6696945244608,0.9040153485555446,0.09598465144445559,0.0,1.0000000000000002
storage,1,gaussian,sigma_0p12,Narrow Gaussian,20.0,0.95,12.5,11.875,-255.6696945244608,0.9936849083601844,0.0063150916398155175,6.678685382510707e-17,0.9999999999999999
storage,1,gaussian,sigma_0p12,Narrow Gaussian,20.0,1.05,12.5,13.125,-255.6696945244608,0.9940164446028905,0.0059835553971094415,4.423544863740858e-17,1.0
storage,1,gaussian,sigma_0p12,Narrow Gaussian,20.0,1.2,12.5,15.0,-255.6696945244608,0.9052554744547963,0.09474452554520385,0.0,1.0
